Kısım,Sınıf,Sınıf açıklama,Yıl,Girişim sayısı,CR4,CR8,HHI 
M - Mesleki. bilimsel ve teknik faaliyetler,7022,İşletme ve diğer idari danışmanlık faaliyetleri,2012,3705,19.78567005,26.87498398,0.014234269
M - Mesleki. bilimsel ve teknik faaliyetler,7022,İşletme ve diğer idari danışmanlık faaliyetleri,2013,4762,19.78759581,27.93610728,0.014371535
M - Mesleki. bilimsel ve teknik faaliyetler,7022,İşletme ve diğer idari danışmanlık faaliyetleri,2014,6090,15.35180402,22.14350964,0.009540152
M - Mesleki. bilimsel ve teknik faaliyetler,7022,İşletme ve diğer idari danışmanlık faaliyetleri,2015,7269,13.3037948,20.51176826,0.007447706
M - Mesleki. bilimsel ve teknik faaliyetler,7111,Mimarlık faaliyetleri,2009,10393,11.39202856,13.6834632,0.006482202
M - Mesleki. bilimsel ve teknik faaliyetler,7111,Mimarlık faaliyetleri,2010,7692,10.73754812,13.35291376,0.00671527
M - Mesleki. bilimsel ve teknik faaliyetler,7111,Mimarlık faaliyetleri,2011,8827,12.39251502,15.56188697,0.009301487
M - Mesleki. bilimsel ve teknik faaliyetler,7111,Mimarlık faaliyetleri,2012,9957,15.03287403,17.96532139,0.015995329
M - Mesleki. bilimsel ve teknik faaliyetler,7111,Mimarlık faaliyetleri,2013,10018,16.15138417,18.87888165,0.015143297
M - Mesleki. bilimsel ve teknik faaliyetler,7111,Mimarlık faaliyetleri,2014,10103,13.70602463,17.0624515,0.010785404
M - Mesleki. bilimsel ve teknik faaliyetler,7111,Mimarlık faaliyetleri,2015,10999,16.37618643,20.59579435,0.0141456
M - Mesleki. bilimsel ve teknik faaliyetler,7112,Mühendislik faaliyetleri ve ilgili teknik danışmanlık,2009,15408,8.566584662,11.79002239,0.00302643
M - Mesleki. bilimsel ve teknik faaliyetler,7112,Mühendislik faaliyetleri ve ilgili teknik danışmanlık,2010,14795,4.214335297,6.354448268,0.001116459
M - Mesleki. bilimsel ve teknik faaliyetler,7112,Mühendislik faaliyetleri ve ilgili teknik danışmanlık,2011,17582,3.626163291,5.67221719,0.000978392
M - Mesleki. bilimsel ve teknik faaliyetler,7112,Mühendislik faaliyetleri ve ilgili teknik danışmanlık,2012,18229,12.0153709,15.068174,0.004986504
M - Mesleki. bilimsel ve teknik faaliyetler,7112,Mühendislik faaliyetleri ve ilgili teknik danışmanlık,2013,19453,3.813289455,5.677281886,0.000928288
M - Mesleki. bilimsel ve teknik faaliyetler,7112,Mühendislik faaliyetleri ve ilgili teknik danışmanlık,2014,22155,5.486103512,8.707812147,0.001682431
M - Mesleki. bilimsel ve teknik faaliyetler,7112,Mühendislik faaliyetleri ve ilgili teknik danışmanlık,2015,22000,9.825995324,13.07874759,0.003532272
M - Mesleki. bilimsel ve teknik faaliyetler,7120,Teknik test ve analiz faaliyetleri,2009,266,60.79841372,72.44913296,0.197413424
M - Mesleki. bilimsel ve teknik faaliyetler,7120,Teknik test ve analiz faaliyetleri,2010,332,50.01582742,62.97849422,0.08137268
M - Mesleki. bilimsel ve teknik faaliyetler,7120,Teknik test ve analiz faaliyetleri,2011,427,45.46086533,58.25906265,0.069288992
M - Mesleki. bilimsel ve teknik faaliyetler,7120,Teknik test ve analiz faaliyetleri,2012,571,33.40261137,47.10072059,0.03803923
M - Mesleki. bilimsel ve teknik faaliyetler,7120,Teknik test ve analiz faaliyetleri,2013,766,33.13275274,47.12138236,0.037409589
M - Mesleki. bilimsel ve teknik faaliyetler,7120,Teknik test ve analiz faaliyetleri,2014,941,32.38754343,45.79865998,0.035455118
M - Mesleki. bilimsel ve teknik faaliyetler,7120,Teknik test ve analiz faaliyetleri,2015,1166,30.85141571,43.99947773,0.032305926
M - Mesleki. bilimsel ve teknik faaliyetler,7211,Biyoteknolojiyle ilgili araştırma ve deneysel geliştirme faaliyetleri,2009,23,71.40768552,87.42377574,0.185480576
M - Mesleki. bilimsel ve teknik faaliyetler,7211,Biyoteknolojiyle ilgili araştırma ve deneysel geliştirme faaliyetleri,2010,17,77.69334951,91.6821372,0.234281997
M - Mesleki. bilimsel ve teknik faaliyetler,7211,Biyoteknolojiyle ilgili araştırma ve deneysel geliştirme faaliyetleri,2011,21,84.92768173,93.52639523,0.516997836
M - Mesleki. bilimsel ve teknik faaliyetler,7211,Biyoteknolojiyle ilgili araştırma ve deneysel geliştirme faaliyetleri,2012,24,87.17240293,94.57481265,0.472089509
M - Mesleki. bilimsel ve teknik faaliyetler,7211,Biyoteknolojiyle ilgili araştırma ve deneysel geliştirme faaliyetleri,2013,66,73.56679284,85.49989796,0.261613466
M - Mesleki. bilimsel ve teknik faaliyetler,7211,Biyoteknolojiyle ilgili araştırma ve deneysel geliştirme faaliyetleri,2014,76,65.36728416,77.76808834,0.183229179
M - Mesleki. bilimsel ve teknik faaliyetler,7211,Biyoteknolojiyle ilgili araştırma ve deneysel geliştirme faaliyetleri,2015,170,57.87743236,71.04037965,0.158187685
M - Mesleki. bilimsel ve teknik faaliyetler,7219,Doğal bilimler ve mühendislikle ilgili diğer araştırma ve deneysel geliştirme faaliyetleri,2009,106,46.80348004,67.58677689,0.097468851
M - Mesleki. bilimsel ve teknik faaliyetler,7219,Doğal bilimler ve mühendislikle ilgili diğer araştırma ve deneysel geliştirme faaliyetleri,2010,114,31.38513473,54.61946236,0.045447992
M - Mesleki. bilimsel ve teknik faaliyetler,7219,Doğal bilimler ve mühendislikle ilgili diğer araştırma ve deneysel geliştirme faaliyetleri,2011,122,38.70925184,57.82710968,0.054426799
M - Mesleki. bilimsel ve teknik faaliyetler,7219,Doğal bilimler ve mühendislikle ilgili diğer araştırma ve deneysel geliştirme faaliyetleri,2012,133,40.35410289,54.85635972,0.052472977
M - Mesleki. bilimsel ve teknik faaliyetler,7219,Doğal bilimler ve mühendislikle ilgili diğer araştırma ve deneysel geliştirme faaliyetleri,2013,176,41.19878449,53.53243603,0.053789954
M - Mesleki. bilimsel ve teknik faaliyetler,7219,Doğal bilimler ve mühendislikle ilgili diğer araştırma ve deneysel geliştirme faaliyetleri,2014,185,45.5236375,59.96306988,0.063153905
M - Mesleki. bilimsel ve teknik faaliyetler,7219,Doğal bilimler ve mühendislikle ilgili diğer araştırma ve deneysel geliştirme faaliyetleri,2015,416,34.56347219,51.69005311,0.043683466
M - Mesleki. bilimsel ve teknik faaliyetler,7311,Reklam ajanslarının faaliyetleri,2009,9641,22.32252853,31.09537587,0.020949418
M - Mesleki. bilimsel ve teknik faaliyetler,7311,Reklam ajanslarının faaliyetleri,2010,8133,24.17006831,35.03155656,0.023665285
M - Mesleki. bilimsel ve teknik faaliyetler,7311,Reklam ajanslarının faaliyetleri,2011,10107,22.48208447,32.95843152,0.021126891
M - Mesleki. bilimsel ve teknik faaliyetler,7311,Reklam ajanslarının faaliyetleri,2012,11607,22.89277045,33.03000153,0.022136679
M - Mesleki. bilimsel ve teknik faaliyetler,7311,Reklam ajanslarının faaliyetleri,2013,12574,20.16813478,29.43905114,0.016736585
M - Mesleki. bilimsel ve teknik faaliyetler,7311,Reklam ajanslarının faaliyetleri,2014,13351,20.42116501,29.22796987,0.017458718
M - Mesleki. bilimsel ve teknik faaliyetler,7311,Reklam ajanslarının faaliyetleri,2015,11043,22.25595777,32.09951968,0.021016742
M - Mesleki. bilimsel ve teknik faaliyetler,7312,Çeşitli medya reklamları için alan ve zamanın bir ücret veya sözleşmeye dayalı olarak satışı,2009,57,70.38428852,89.3340704,0.145152721
M - Mesleki. bilimsel ve teknik faaliyetler,7312,Çeşitli medya reklamları için alan ve zamanın bir ücret veya sözleşmeye dayalı olarak satışı,2010,58,76.34722667,92.25966232,0.165559819
M - Mesleki. bilimsel ve teknik faaliyetler,7312,Çeşitli medya reklamları için alan ve zamanın bir ücret veya sözleşmeye dayalı olarak satışı,2011,61,80.77619255,98.30613045,0.177071581
M - Mesleki. bilimsel ve teknik faaliyetler,7312,Çeşitli medya reklamları için alan ve zamanın bir ücret veya sözleşmeye dayalı olarak satışı,2012,65,76.72606701,92.09404011,0.165309621
M - Mesleki. bilimsel ve teknik faaliyetler,7312,Çeşitli medya reklamları için alan ve zamanın bir ücret veya sözleşmeye dayalı olarak satışı,2013,75,89.44780306,97.62296628,0.214807619
M - Mesleki. bilimsel ve teknik faaliyetler,7312,Çeşitli medya reklamları için alan ve zamanın bir ücret veya sözleşmeye dayalı olarak satışı,2014,74,90.26261901,98.03529731,0.211070698
M - Mesleki. bilimsel ve teknik faaliyetler,7312,Çeşitli medya reklamları için alan ve zamanın bir ücret veya sözleşmeye dayalı olarak satışı,2015,95,90.30909,97.55567951,0.214847396
M - Mesleki. bilimsel ve teknik faaliyetler,7320,Piyasa ve kamuoyu araştırma faaliyetleri,2009,187,37.66776985,58.90401573,0.054753704
M - Mesleki. bilimsel ve teknik faaliyetler,7320,Piyasa ve kamuoyu araştırma faaliyetleri,2010,176,43.59517097,61.03465651,0.063587101
M - Mesleki. bilimsel ve teknik faaliyetler,7320,Piyasa ve kamuoyu araştırma faaliyetleri,2011,210,46.31610476,62.55949702,0.06622201
M - Mesleki. bilimsel ve teknik faaliyetler,7320,Piyasa ve kamuoyu araştırma faaliyetleri,2012,244,49.14448275,64.7338998,0.071504732
M - Mesleki. bilimsel ve teknik faaliyetler,7320,Piyasa ve kamuoyu araştırma faaliyetleri,2013,280,53.25903115,69.04245347,0.086300817
M - Mesleki. bilimsel ve teknik faaliyetler,7320,Piyasa ve kamuoyu araştırma faaliyetleri,2014,338,43.65242997,59.36133177,0.059626162
M - Mesleki. bilimsel ve teknik faaliyetler,7320,Piyasa ve kamuoyu araştırma faaliyetleri,2015,393,42.18707326,55.89846819,0.057224943
M - Mesleki. bilimsel ve teknik faaliyetler,7410,Uzmanlaşmış tasarım faaliyetleri,2009,1538,4.509513604,6.263633586,0.002096479
M - Mesleki. bilimsel ve teknik faaliyetler,7410,Uzmanlaşmış tasarım faaliyetleri,2010,1474,7.826666618,10.87560732,0.003673317
M - Mesleki. bilimsel ve teknik faaliyetler,7410,Uzmanlaşmış tasarım faaliyetleri,2011,1537,14.05449579,20.8481262,0.008751135
M - Mesleki. bilimsel ve teknik faaliyetler,7410,Uzmanlaşmış tasarım faaliyetleri,2012,1661,8.9323359,13.05817116,0.004337618
M - Mesleki. bilimsel ve teknik faaliyetler,7410,Uzmanlaşmış tasarım faaliyetleri,2013,1738,20.02825936,24.33418939,0.015087689
M - Mesleki. bilimsel ve teknik faaliyetler,7410,Uzmanlaşmış tasarım faaliyetleri,2014,1856,23.31168756,29.94212189,0.016794861
M - Mesleki. bilimsel ve teknik faaliyetler,7410,Uzmanlaşmış tasarım faaliyetleri,2015,2899,13.8523972,19.85562251,0.007518481
M - Mesleki. bilimsel ve teknik faaliyetler,7420,Fotoğrafçılık faaliyetleri,2009,7695,9.665889319,12.40560944,0.004794477
M - Mesleki. bilimsel ve teknik faaliyetler,7420,Fotoğrafçılık faaliyetleri,2010,6644,3.778018176,5.958772779,0.000984179
M - Mesleki. bilimsel ve teknik faaliyetler,7420,Fotoğrafçılık faaliyetleri,2011,7628,5.405679627,7.871942565,0.001610657
M - Mesleki. bilimsel ve teknik faaliyetler,7420,Fotoğrafçılık faaliyetleri,2012,7656,5.985626741,8.59430035,0.001666167
M - Mesleki. bilimsel ve teknik faaliyetler,7420,Fotoğrafçılık faaliyetleri,2013,7513,5.951514299,8.52648668,0.001647896
M - Mesleki. bilimsel ve teknik faaliyetler,7420,Fotoğrafçılık faaliyetleri,2014,7907,6.005902411,8.385106568,0.002078281
M - Mesleki. bilimsel ve teknik faaliyetler,7420,Fotoğrafçılık faaliyetleri,2015,8053,6.701735943,9.335992083,0.002158013
M - Mesleki. bilimsel ve teknik faaliyetler,7430,Tercüme ve sözlü tercüme faaliyetleri,2009,952,12.849685,14.68753732,0.007071241
M - Mesleki. bilimsel ve teknik faaliyetler,7430,Tercüme ve sözlü tercüme faaliyetleri,2010,984,5.84180255,10.33799102,0.004298375
M - Mesleki. bilimsel ve teknik faaliyetler,7430,Tercüme ve sözlü tercüme faaliyetleri,2011,1100,9.398824652,13.42927699,0.005082669
M - Mesleki. bilimsel ve teknik faaliyetler,7430,Tercüme ve sözlü tercüme faaliyetleri,2012,1229,7.697215737,12.73750761,0.00377605
M - Mesleki. bilimsel ve teknik faaliyetler,7430,Tercüme ve sözlü tercüme faaliyetleri,2013,1383,10.42723967,14.55938208,0.004670673
M - Mesleki. bilimsel ve teknik faaliyetler,7430,Tercüme ve sözlü tercüme faaliyetleri,2014,1495,11.91588375,17.39491548,0.007172518
M - Mesleki. bilimsel ve teknik faaliyetler,7430,Tercüme ve sözlü tercüme faaliyetleri,2015,1544,14.3280326,19.46035202,0.008807544
M - Mesleki. bilimsel ve teknik faaliyetler,7490,Başka yerde sınıflandırılmamış diğer mesleki. bilimsel ve teknik faaliyetler,2009,969,27.47959956,35.83554591,0.02498628
M - Mesleki. bilimsel ve teknik faaliyetler,7490,Başka yerde sınıflandırılmamış diğer mesleki. bilimsel ve teknik faaliyetler,2010,1017,19.82291679,28.02210471,0.015786211
M - Mesleki. bilimsel ve teknik faaliyetler,7490,Başka yerde sınıflandırılmamış diğer mesleki. bilimsel ve teknik faaliyetler,2011,1097,20.6106965,26.14684185,0.018405731
M - Mesleki. bilimsel ve teknik faaliyetler,7490,Başka yerde sınıflandırılmamış diğer mesleki. bilimsel ve teknik faaliyetler,2012,1161,29.21253605,35.23494828,0.033605378
M - Mesleki. bilimsel ve teknik faaliyetler,7490,Başka yerde sınıflandırılmamış diğer mesleki. bilimsel ve teknik faaliyetler,2013,1829,21.74868938,25.97493428,0.016748357
M - Mesleki. bilimsel ve teknik faaliyetler,7490,Başka yerde sınıflandırılmamış diğer mesleki. bilimsel ve teknik faaliyetler,2014,2494,15.11682001,19.68077654,0.00965563
M - Mesleki. bilimsel ve teknik faaliyetler,7490,Başka yerde sınıflandırılmamış diğer mesleki. bilimsel ve teknik faaliyetler,2015,3385,11.0046957,15.13051566,0.004848735
M - Mesleki. bilimsel ve teknik faaliyetler,7500,Veterinerlik hizmetleri,2009,3618,3.279395051,5.266347115,0.001666693
M - Mesleki. bilimsel ve teknik faaliyetler,7500,Veterinerlik hizmetleri,2010,3382,8.033469728,16.06693946,0.00564683
M - Mesleki. bilimsel ve teknik faaliyetler,7500,Veterinerlik hizmetleri,2011,4031,5.928001092,10.14921046,0.001983853
M - Mesleki. bilimsel ve teknik faaliyetler,7500,Veterinerlik hizmetleri,2012,4166,2.840651518,4.451360862,0.000942976
M - Mesleki. bilimsel ve teknik faaliyetler,7500,Veterinerlik hizmetleri,2013,4125,4.196519222,6.461836636,0.001211586
M - Mesleki. bilimsel ve teknik faaliyetler,7500,Veterinerlik hizmetleri,2014,4149,5.454224914,8.040375033,0.001787073
M - Mesleki. bilimsel ve teknik faaliyetler,7500,Veterinerlik hizmetleri,2015,4607,5.998213613,8.468053423,0.002052175
M - Mesleki. bilimsel ve teknik faaliyetler,7220,Sosyal bilimlerle ve beşeri bilimlerle ilgili araştırma ve deneysel geliştirme faaliyetleri,2009,,,,
M - Mesleki. bilimsel ve teknik faaliyetler,7220,Sosyal bilimlerle ve beşeri bilimlerle ilgili araştırma ve deneysel geliştirme faaliyetleri,2010,,,,
M - Mesleki. bilimsel ve teknik faaliyetler,7220,Sosyal bilimlerle ve beşeri bilimlerle ilgili araştırma ve deneysel geliştirme faaliyetleri,2011,,,,
M - Mesleki. bilimsel ve teknik faaliyetler,7220,Sosyal bilimlerle ve beşeri bilimlerle ilgili araştırma ve deneysel geliştirme faaliyetleri,2012,,,,
M - Mesleki. bilimsel ve teknik faaliyetler,7220,Sosyal bilimlerle ve beşeri bilimlerle ilgili araştırma ve deneysel geliştirme faaliyetleri,2013,,,,
M - Mesleki. bilimsel ve teknik faaliyetler,7220,Sosyal bilimlerle ve beşeri bilimlerle ilgili araştırma ve deneysel geliştirme faaliyetleri,2014,,,,
M - Mesleki. bilimsel ve teknik faaliyetler,7220,Sosyal bilimlerle ve beşeri bilimlerle ilgili araştırma ve deneysel geliştirme faaliyetleri,2015,15,92.6322462,98.95005315,0.275439317
